Date,High,Low,Open,Close,Volume,Adj Close
2019-12-31,92.41999816894531,90.70999908447266,91.79000091552734,92.05000305175781,1055500,92.05000305175781
2020-01-02,96.9800033569336,92.51000213623047,93.20999908447266,96.94999694824219,1221300,96.94999694824219
2020-01-03,97.12999725341797,92.33499908447266,95.62000274658203,92.75,984400,92.75
2020-01-06,93.12999725341797,90.87999725341797,91.44000244140625,92.33999633789062,834900,92.33999633789062
2020-01-07,93.0199966430664,90.7699966430664,93.0199966430664,90.91000366210938,733500,90.91000366210938
2020-01-08,91.15799713134766,88.44000244140625,90.75,89.12999725341797,1471600,89.12999725341797
2020-01-09,89.7699966430664,85.48999786376953,89.37000274658203,86.56999969482422,1494300,86.56999969482422
2020-01-10,88.20999908447266,85.76000213623047,86.80999755859375,87.61000061035156,1870400,87.61000061035156
2020-01-13,93.8499984741211,87.61000061035156,88.4800033569336,92.87000274658203,2515300,92.87000274658203
2020-01-14,92.19000244140625,84.05999755859375,92.13999938964844,86.0199966430664,4238200,86.0199966430664
2020-01-15,86.8499984741211,83.41000366210938,85.76000213623047,86.7699966430664,1520500,86.7699966430664
2020-01-16,88.0770034790039,86.23500061035156,87.44000244140625,87.20999908447266,2240600,87.20999908447266
2020-01-17,87.91000366210938,84.0,87.69000244140625,84.0,1341500,84.0
2020-01-21,84.12000274658203,81.87999725341797,83.5,83.52999877929688,2404000,83.52999877929688
2020-01-22,85.31999969482422,82.62999725341797,83.91000366210938,83.72000122070312,1162600,83.72000122070312
2020-01-23,83.69999694824219,81.80000305175781,83.20999908447266,82.94000244140625,612900,82.94000244140625
2020-01-24,84.04000091552734,81.77999877929688,83.38999938964844,83.11000061035156,641300,83.11000061035156
2020-01-27,85.1500015258789,80.11000061035156,80.11000061035156,84.69999694824219,1379900,84.69999694824219
2020-01-28,85.6500015258789,83.43000030517578,85.37999725341797,84.94000244140625,1174100,84.94000244140625
2020-01-29,86.4000015258789,81.62000274658203,85.5,81.75,1271900,81.75
2020-01-30,80.86000061035156,78.58999633789062,80.55000305175781,79.87999725341797,2313900,79.87999725341797
2020-01-31,80.05000305175781,76.80000305175781,80.05000305175781,79.25,1571400,79.25
2020-02-03,86.30999755859375,79.87000274658203,80.22000122070312,86.25,2337600,86.25
