Date,High,Low,Open,Close,Volume,Adj Close
2019-12-31,35.5099983215332,35.20000076293945,35.29999923706055,35.22999954223633,4815600,34.36301040649414
2020-01-02,37.7599983215332,35.900001525878906,35.959999084472656,37.72999954223633,22688700,36.80148696899414
2020-01-03,38.540000915527344,36.68000030517578,36.779998779296875,37.9900016784668,16929900,37.055091857910156
2020-01-06,38.08000183105469,37.380001068115234,37.459999084472656,38.0,9740100,37.064842224121094
2020-01-07,38.61000061035156,37.63999938964844,38.08000183105469,38.31999969482422,10131300,37.37696838378906
2020-01-08,38.849998474121094,37.97999954223633,38.02000045776367,38.29999923706055,11434700,37.357460021972656
2020-01-09,39.099998474121094,38.70000076293945,38.84000015258789,38.900001525878906,10783100,37.94269561767578
2020-01-10,39.5,38.72999954223633,39.38999938964844,39.11000061035156,10330500,38.147525787353516
2020-01-13,40.98500061035156,39.630001068115234,39.68000030517578,40.310001373291016,20839500,39.317996978759766
2020-01-14,40.459999084472656,39.59000015258789,40.029998779296875,40.290000915527344,12398500,39.29848861694336
2020-01-15,40.45500183105469,39.54999923706055,40.02000045776367,39.779998779296875,9567600,38.8010368347168
2020-01-16,40.27000045776367,39.404998779296875,40.18000030517578,39.560001373291016,8572200,38.58645248413086
2020-01-17,40.3849983215332,39.709999084472656,39.83000183105469,40.349998474121094,9941900,39.35700988769531
2020-01-21,40.15999984741211,39.04999923706055,39.275001525878906,40.060001373291016,13169800,39.07415008544922
2020-01-22,42.0,40.5,40.529998779296875,40.970001220703125,16055400,39.961753845214844
2020-01-23,40.83000183105469,39.939998626708984,39.9900016784668,40.77000045776367,14605400,39.76667404174805
2020-01-24,40.970001220703125,39.189998626708984,40.7599983215332,39.54999923706055,14322200,38.576698303222656
2020-01-27,38.84000015258789,36.349998474121094,36.9900016784668,37.650001525878906,22995500,36.72345733642578
2020-01-28,39.1150016784668,37.683998107910156,38.380001068115234,38.90999984741211,14197300,37.952449798583984
2020-01-29,39.52000045776367,38.790000915527344,39.189998626708984,39.13999938964844,9726600,38.176788330078125
2020-01-30,38.689998626708984,37.540000915527344,38.20000076293945,38.4900016784668,12593300,37.54278564453125
2020-01-31,38.45000076293945,37.56999969482422,38.04999923706055,37.689998626708984,12075200,36.76247024536133
2020-02-03,39.5369987487793,38.0,38.0,39.20000076293945,13564300,38.235313415527344
2020-02-04,41.279998779296875,40.064998626708984,40.310001373291016,40.349998474121094,16286600,39.35700988769531
2020-02-05,40.959999084472656,39.45000076293945,40.86000061035156,39.939998626708984,12503400,38.95709991455078
2020-02-06,40.970001220703125,40.060001373291016,40.40999984741211,40.380001068115234,9087300,39.38627243041992
2020-02-07,40.369998931884766,39.779998779296875,39.81999969482422,39.9900016784668,9500300,39.0058708190918
2020-02-10,40.15999984741211,39.560001373291016,40.04999923706055,40.099998474121094,7225300,39.113162994384766
2020-02-11,41.85599899291992,40.5,40.54999923706055,40.779998779296875,11347100,39.77642822265625
2020-02-12,42.34000015258789,41.22999954223633,41.56999969482422,41.63999938964844,15260500,40.615264892578125
2020-02-13,42.40999984741211,41.060001373291016,41.150001525878906,42.0099983215332,15308700,40.976158142089844
2020-02-14,42.57500076293945,41.59000015258789,42.130001068115234,41.970001220703125,9165900,40.9371452331543
2020-02-18,42.790000915527344,41.65999984741211,42.41999816894531,42.31999969482422,11851700,41.27853012084961
2020-02-19,43.09000015258789,42.529998779296875,42.83000183105469,42.95000076293945,10717700,41.893028259277344
2020-02-20,43.0,41.33000183105469,42.9900016784668,41.47999954223633,13569100,40.45920181274414
2020-02-21,41.47999954223633,40.15999984741211,41.470001220703125,40.41999816894531,11045400,39.42528533935547
2020-02-24,39.58000183105469,38.380001068115234,38.5,39.369998931884766,14263200,38.401126861572266
2020-02-25,40.349998474121094,38.400001525878906,40.0,38.84000015258789,14776100,37.88417053222656
2020-02-26,40.189998626708984,39.25,39.38999938964844,39.91999816894531,15399200,38.937591552734375
2020-02-27,39.68000030517578,38.02000045776367,39.22999954223633,38.400001525878906,17145000,37.45500183105469
2020-02-28,38.72999954223633,36.814998626708984,37.0099983215332,38.5099983215332,22955300,37.56229019165039
2020-03-02,44.119998931884766,40.25,41.380001068115234,43.29999923706055,45794500,42.234413146972656
2020-03-03,44.04999923706055,40.11000061035156,43.560001373291016,41.459999084472656,29036500,40.439693450927734
2020-03-04,44.7599983215332,42.40999984741211,42.4900016784668,43.90999984741211,22143600,42.829402923583984
2020-03-05,45.34000015258789,42.54999923706055,42.54999923706055,44.619998931884766,24148600,43.52192687988281
2020-03-06,43.849998474121094,41.20000076293945,43.0,42.15999984741211,25393700,41.122467041015625
2020-03-09,41.79499816894531,39.20000076293945,40.099998474121094,39.90999984741211,26241900,38.92783737182617
2020-03-10,42.58000183105469,40.60499954223633,41.38999938964844,41.79999923706055,21203800,40.77132797241211
2020-03-11,43.08000183105469,40.40999984741211,40.40999984741211,41.529998779296875,27069600,40.507972717285156
2020-03-12,39.790000915527344,37.369998931884766,38.849998474121094,38.2599983215332,30770700,37.318443298339844
